source,target,edge_type,weight,n_papers
n00231,n00002,HAS_ELEMENT,1,1
n00231,n00003,HAS_ELEMENT,1,1
n00231,n00089,HAS_ELEMENT,1,1
n00231,n00031,HAS_ELEMENT,1,1
n00231,n00004,HAS_ELEMENT,1,1
n00231,n00009,HAS_ELEMENT,1,1
n00231,n00097,INVOLVES_PROCESS,1,1
n00231,n00042,INVOLVES_PROCESS,1,1
n00231,n00010,INVOLVES_PROCESS,1,1
n00231,n00058,INVOLVES_PROCESS,1,1
n00231,n00090,INVOLVES_PROCESS,1,1
n00231,n00059,INVOLVES_PROCESS,1,1
n00231,n00043,INVOLVES_PROCESS,1,1
n00231,n00013,EXHIBITS_MICRO,1,1
n00231,n00014,EXHIBITS_MICRO,1,1
n00231,n00044,EXHIBITS_MICRO,1,1
n00231,n00033,EXHIBITS_MICRO,1,1
n00231,n00015,EXHIBITS_MICRO,1,1
n00231,n00016,EXHIBITS_MICRO,1,1
n00231,n00017,EXHIBITS_MICRO,1,1
n00231,n00064,EXHIBITS_MICRO,1,1
n00231,n00018,EXHIBITS_MICRO,1,1
n00231,n00045,EXHIBITS_MICRO,1,1
n00231,n00020,EXHIBITS_MICRO,1,1
n00231,n00065,EXHIBITS_MICRO,1,1
n00231,n00046,MEASURES_PROPERTY,1,1
n00231,n00021,MEASURES_PROPERTY,1,1
n00231,n00022,MEASURES_PROPERTY,1,1
n00231,n00072,MEASURES_PROPERTY,1,1
n00231,n00047,MEASURES_PROPERTY,1,1
n00231,n00066,MEASURES_PROPERTY,1,1
n00231,n00023,MEASURES_PROPERTY,1,1
n00231,n00049,MEASURES_PROPERTY,1,1
n00231,n00050,MEASURES_PROPERTY,1,1
n00231,n00024,MEASURES_PROPERTY,1,1
n00231,n00025,MEASURES_PROPERTY,1,1
n00231,n00026,STUDIES_ALLOY,1,1
n00097,n00020,PROCESS_LEADS_TO_MICRO,1,0
n00042,n00020,PROCESS_LEADS_TO_MICRO,2,0
n00058,n00020,PROCESS_LEADS_TO_MICRO,1,0
n00090,n00020,PROCESS_LEADS_TO_MICRO,1,0
n00059,n00020,PROCESS_LEADS_TO_MICRO,1,0
n00043,n00020,PROCESS_LEADS_TO_MICRO,1,0
n00020,n00046,MICRO_AFFECTS_PROPERTY,1,0
n00020,n00072,MICRO_AFFECTS_PROPERTY,1,0
n00020,n00047,MICRO_AFFECTS_PROPERTY,2,0
n00020,n00066,MICRO_AFFECTS_PROPERTY,2,0
n00020,n00049,MICRO_AFFECTS_PROPERTY,1,0
n00020,n00050,MICRO_AFFECTS_PROPERTY,2,0
n00232,n00002,HAS_ELEMENT,1,1
n00232,n00003,HAS_ELEMENT,1,1
n00232,n00129,HAS_ELEMENT,1,1
n00232,n00007,HAS_ELEMENT,1,1
n00232,n00030,HAS_ELEMENT,1,1
n00232,n00004,HAS_ELEMENT,1,1
n00232,n00037,HAS_ELEMENT,1,1
n00232,n00009,HAS_ELEMENT,1,1
n00232,n00042,INVOLVES_PROCESS,1,1
n00232,n00058,INVOLVES_PROCESS,1,1
n00232,n00233,INVOLVES_PROCESS,1,1
n00232,n00032,INVOLVES_PROCESS,1,1
n00232,n00084,INVOLVES_PROCESS,1,1
n00232,n00017,EXHIBITS_MICRO,1,1
n00232,n00065,EXHIBITS_MICRO,1,1
n00232,n00021,MEASURES_PROPERTY,1,1
n00232,n00022,MEASURES_PROPERTY,1,1
n00232,n00047,MEASURES_PROPERTY,1,1
n00232,n00023,MEASURES_PROPERTY,1,1
n00232,n00050,MEASURES_PROPERTY,1,1
n00232,n00026,STUDIES_ALLOY,1,1
n00233,n00017,PROCESS_LEADS_TO_MICRO,2,0
n00233,n00065,PROCESS_LEADS_TO_MICRO,2,0
n00234,n00002,HAS_ELEMENT,1,1
n00234,n00005,HAS_ELEMENT,1,1
n00234,n00006,HAS_ELEMENT,1,1
n00234,n00037,HAS_ELEMENT,1,1
n00234,n00031,HAS_ELEMENT,1,1
n00234,n00004,HAS_ELEMENT,1,1
n00234,n00008,HAS_ELEMENT,1,1
n00234,n00040,HAS_ELEMENT,1,1
n00234,n00042,INVOLVES_PROCESS,1,1
n00234,n00071,INVOLVES_PROCESS,1,1
n00234,n00032,INVOLVES_PROCESS,1,1
n00234,n00085,EXHIBITS_MICRO,1,1
n00234,n00033,EXHIBITS_MICRO,1,1
n00234,n00015,EXHIBITS_MICRO,1,1
n00234,n00079,EXHIBITS_MICRO,1,1
n00234,n00034,EXHIBITS_MICRO,1,1
n00234,n00017,EXHIBITS_MICRO,1,1
n00234,n00018,EXHIBITS_MICRO,1,1
n00234,n00021,MEASURES_PROPERTY,1,1
n00234,n00022,MEASURES_PROPERTY,1,1
n00234,n00047,MEASURES_PROPERTY,1,1
n00234,n00049,MEASURES_PROPERTY,1,1
n00234,n00050,MEASURES_PROPERTY,1,1
n00234,n00024,MEASURES_PROPERTY,1,1
n00234,n00025,MEASURES_PROPERTY,1,1
n00234,n00035,MEASURES_PROPERTY,1,1
n00234,n00080,MEASURES_PROPERTY,1,1
n00234,n00161,STUDIES_ALLOY,1,1
n00234,n00075,STUDIES_ALLOY,1,1
n00234,n00076,STUDIES_ALLOY,1,1
n00071,n00085,PROCESS_LEADS_TO_MICRO,1,0
n00071,n00033,PROCESS_LEADS_TO_MICRO,1,0
n00071,n00015,PROCESS_LEADS_TO_MICRO,1,0
n00071,n00079,PROCESS_LEADS_TO_MICRO,1,0
n00235,n00002,HAS_ELEMENT,1,1
n00235,n00129,HAS_ELEMENT,1,1
n00235,n00005,HAS_ELEMENT,1,1
n00235,n00004,HAS_ELEMENT,1,1
n00235,n00037,HAS_ELEMENT,1,1
n00235,n00078,HAS_ELEMENT,1,1
n00235,n00009,HAS_ELEMENT,1,1
n00235,n00042,INVOLVES_PROCESS,1,1
n00235,n00010,INVOLVES_PROCESS,1,1
n00235,n00012,INVOLVES_PROCESS,1,1
n00235,n00013,EXHIBITS_MICRO,1,1
n00235,n00033,EXHIBITS_MICRO,1,1
n00235,n00015,EXHIBITS_MICRO,1,1
n00235,n00016,EXHIBITS_MICRO,1,1
n00235,n00034,EXHIBITS_MICRO,1,1
n00235,n00017,EXHIBITS_MICRO,1,1
n00235,n00018,EXHIBITS_MICRO,1,1
n00235,n00045,EXHIBITS_MICRO,1,1
n00235,n00020,EXHIBITS_MICRO,1,1
n00235,n00065,EXHIBITS_MICRO,1,1
n00235,n00022,MEASURES_PROPERTY,1,1
n00235,n00047,MEASURES_PROPERTY,1,1
n00235,n00066,MEASURES_PROPERTY,1,1
n00235,n00023,MEASURES_PROPERTY,1,1
n00235,n00050,MEASURES_PROPERTY,1,1
n00235,n00024,MEASURES_PROPERTY,1,1
n00235,n00236,STUDIES_ALLOY,1,1
n00235,n00026,STUDIES_ALLOY,1,1
n00237,n00002,HAS_ELEMENT,1,1
n00237,n00003,HAS_ELEMENT,1,1
n00237,n00089,HAS_ELEMENT,1,1
n00237,n00038,HAS_ELEMENT,1,1
n00237,n00031,HAS_ELEMENT,1,1
n00237,n00030,HAS_ELEMENT,1,1
n00237,n00007,HAS_ELEMENT,1,1
n00237,n00040,HAS_ELEMENT,1,1
n00237,n00009,HAS_ELEMENT,1,1
n00237,n00097,INVOLVES_PROCESS,1,1
n00237,n00041,INVOLVES_PROCESS,1,1
n00237,n00010,INVOLVES_PROCESS,1,1
n00237,n00011,INVOLVES_PROCESS,1,1
n00237,n00012,INVOLVES_PROCESS,1,1
n00237,n00043,INVOLVES_PROCESS,1,1
n00237,n00084,INVOLVES_PROCESS,1,1
n00237,n00014,EXHIBITS_MICRO,1,1
n00237,n00033,EXHIBITS_MICRO,1,1
n00237,n00063,EXHIBITS_MICRO,1,1
n00237,n00015,EXHIBITS_MICRO,1,1
n00237,n00016,EXHIBITS_MICRO,1,1
n00237,n00079,EXHIBITS_MICRO,1,1
n00237,n00034,EXHIBITS_MICRO,1,1
n00237,n00017,EXHIBITS_MICRO,1,1
n00237,n00064,EXHIBITS_MICRO,1,1
n00237,n00045,EXHIBITS_MICRO,1,1
n00237,n00019,EXHIBITS_MICRO,1,1
n00237,n00022,MEASURES_PROPERTY,1,1
n00237,n00023,MEASURES_PROPERTY,1,1
n00237,n00024,MEASURES_PROPERTY,1,1
n00237,n00238,STUDIES_ALLOY,1,1
n00237,n00239,STUDIES_ALLOY,1,1
n00237,n00240,STUDIES_ALLOY,1,1
n00012,n00064,PROCESS_LEADS_TO_MICRO,1,0
n00241,n00002,HAS_ELEMENT,1,1
n00241,n00129,HAS_ELEMENT,1,1
n00241,n00005,HAS_ELEMENT,1,1
n00241,n00089,HAS_ELEMENT,1,1
n00241,n00006,HAS_ELEMENT,1,1
n00241,n00037,HAS_ELEMENT,1,1
n00241,n00007,HAS_ELEMENT,1,1
n00241,n00038,HAS_ELEMENT,1,1
n00241,n00057,HAS_ELEMENT,1,1
n00241,n00031,HAS_ELEMENT,1,1
n00241,n00030,HAS_ELEMENT,1,1
n00241,n00004,HAS_ELEMENT,1,1
n00241,n00008,HAS_ELEMENT,1,1
n00241,n00040,HAS_ELEMENT,1,1
n00241,n00009,HAS_ELEMENT,1,1
n00241,n00041,INVOLVES_PROCESS,1,1
n00241,n00042,INVOLVES_PROCESS,1,1
n00241,n00070,INVOLVES_PROCESS,1,1
n00241,n00059,INVOLVES_PROCESS,1,1
n00241,n00043,INVOLVES_PROCESS,1,1
n00241,n00032,INVOLVES_PROCESS,1,1
n00241,n00063,EXHIBITS_MICRO,1,1
n00241,n00015,EXHIBITS_MICRO,1,1
n00241,n00016,EXHIBITS_MICRO,1,1
n00241,n00034,EXHIBITS_MICRO,1,1
n00241,n00017,EXHIBITS_MICRO,1,1
n00241,n00018,EXHIBITS_MICRO,1,1
n00241,n00045,EXHIBITS_MICRO,1,1
n00241,n00065,EXHIBITS_MICRO,1,1
n00241,n00021,MEASURES_PROPERTY,1,1
n00241,n00022,MEASURES_PROPERTY,1,1
n00241,n00072,MEASURES_PROPERTY,1,1
n00241,n00047,MEASURES_PROPERTY,1,1
n00241,n00100,MEASURES_PROPERTY,1,1
n00241,n00023,MEASURES_PROPERTY,1,1
n00241,n00048,MEASURES_PROPERTY,1,1
n00241,n00049,MEASURES_PROPERTY,1,1
n00241,n00050,MEASURES_PROPERTY,1,1
n00241,n00024,MEASURES_PROPERTY,1,1
n00241,n00026,STUDIES_ALLOY,1,1
n00241,n00242,STUDIES_ALLOY,1,1
n00241,n00243,STUDIES_ALLOY,1,1
n00241,n00168,STUDIES_ALLOY,1,1
n00241,n00244,STUDIES_ALLOY,1,1
n00245,n00002,HAS_ELEMENT,1,1
n00245,n00003,HAS_ELEMENT,1,1
n00245,n00005,HAS_ELEMENT,1,1
n00245,n00006,HAS_ELEMENT,1,1
n00245,n00057,HAS_ELEMENT,1,1
n00245,n00031,HAS_ELEMENT,1,1
n00245,n00004,HAS_ELEMENT,1,1
n00245,n00008,HAS_ELEMENT,1,1
n00245,n00009,HAS_ELEMENT,1,1
n00245,n00010,INVOLVES_PROCESS,1,1
n00245,n00041,INVOLVES_PROCESS,1,1
n00245,n00097,INVOLVES_PROCESS,1,1
n00245,n00233,INVOLVES_PROCESS,1,1
n00245,n00090,INVOLVES_PROCESS,1,1
n00245,n00059,INVOLVES_PROCESS,1,1
n00245,n00060,INVOLVES_PROCESS,1,1
n00245,n00061,INVOLVES_PROCESS,1,1
n00245,n00062,INVOLVES_PROCESS,1,1
n00245,n00043,INVOLVES_PROCESS,1,1
n00245,n00084,INVOLVES_PROCESS,1,1
n00245,n00013,EXHIBITS_MICRO,1,1
n00245,n00014,EXHIBITS_MICRO,1,1
n00245,n00044,EXHIBITS_MICRO,1,1
n00245,n00085,EXHIBITS_MICRO,1,1
n00245,n00033,EXHIBITS_MICRO,1,1
n00245,n00015,EXHIBITS_MICRO,1,1
n00245,n00016,EXHIBITS_MICRO,1,1
n00245,n00017,EXHIBITS_MICRO,1,1
n00245,n00064,EXHIBITS_MICRO,1,1
n00245,n00018,EXHIBITS_MICRO,1,1
n00245,n00065,EXHIBITS_MICRO,1,1
n00245,n00046,MEASURES_PROPERTY,1,1
n00245,n00021,MEASURES_PROPERTY,1,1
n00245,n00022,MEASURES_PROPERTY,1,1
n00245,n00047,MEASURES_PROPERTY,1,1
n00245,n00066,MEASURES_PROPERTY,1,1
n00245,n00023,MEASURES_PROPERTY,1,1
n00245,n00050,MEASURES_PROPERTY,1,1
n00245,n00024,MEASURES_PROPERTY,1,1
n00245,n00246,STUDIES_ALLOY,1,1
n00245,n00026,STUDIES_ALLOY,1,1
n00245,n00223,STUDIES_ALLOY,1,1
n00233,n00013,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00014,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00044,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00085,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00033,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00015,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00016,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00064,PROCESS_LEADS_TO_MICRO,1,0
n00233,n00018,PROCESS_LEADS_TO_MICRO,1,0
n00061,n00016,PROCESS_LEADS_TO_MICRO,1,0
n00247,n00002,HAS_ELEMENT,1,1
n00247,n00004,HAS_ELEMENT,1,1
n00247,n00031,HAS_ELEMENT,1,1
n00247,n00097,INVOLVES_PROCESS,1,1
n00247,n00042,INVOLVES_PROCESS,1,1
n00247,n00010,INVOLVES_PROCESS,1,1
n00247,n00090,INVOLVES_PROCESS,1,1
n00247,n00059,INVOLVES_PROCESS,1,1
n00247,n00043,INVOLVES_PROCESS,1,1
n00247,n00013,EXHIBITS_MICRO,1,1
n00247,n00014,EXHIBITS_MICRO,1,1
n00247,n00085,EXHIBITS_MICRO,1,1
n00247,n00033,EXHIBITS_MICRO,1,1
n00247,n00016,EXHIBITS_MICRO,1,1
n00247,n00017,EXHIBITS_MICRO,1,1
n00247,n00018,EXHIBITS_MICRO,1,1
n00247,n00065,EXHIBITS_MICRO,1,1
n00247,n00046,MEASURES_PROPERTY,1,1
n00247,n00021,MEASURES_PROPERTY,1,1
n00247,n00022,MEASURES_PROPERTY,1,1
n00247,n00047,MEASURES_PROPERTY,1,1
n00247,n00049,MEASURES_PROPERTY,1,1
n00247,n00026,STUDIES_ALLOY,1,1
n00248,n00002,HAS_ELEMENT,1,1
n00248,n00004,HAS_ELEMENT,1,1
n00248,n00005,HAS_ELEMENT,1,1
n00248,n00008,HAS_ELEMENT,1,1
n00248,n00006,HAS_ELEMENT,1,1
n00248,n00038,HAS_ELEMENT,1,1
n00248,n00057,HAS_ELEMENT,1,1
n00248,n00031,HAS_ELEMENT,1,1
n00248,n00007,HAS_ELEMENT,1,1
n00248,n00037,HAS_ELEMENT,1,1
n00248,n00040,HAS_ELEMENT,1,1
n00248,n00009,HAS_ELEMENT,1,1
n00248,n00041,INVOLVES_PROCESS,1,1
n00248,n00042,INVOLVES_PROCESS,1,1
n00248,n00010,INVOLVES_PROCESS,1,1
n00248,n00011,INVOLVES_PROCESS,1,1
n00248,n00059,INVOLVES_PROCESS,1,1
n00248,n00043,INVOLVES_PROCESS,1,1
n00248,n00033,EXHIBITS_MICRO,1,1
n00248,n00063,EXHIBITS_MICRO,1,1
n00248,n00016,EXHIBITS_MICRO,1,1
n00248,n00034,EXHIBITS_MICRO,1,1
n00248,n00017,EXHIBITS_MICRO,1,1
n00248,n00045,EXHIBITS_MICRO,1,1
n00248,n00021,MEASURES_PROPERTY,1,1
n00248,n00022,MEASURES_PROPERTY,1,1
n00248,n00072,MEASURES_PROPERTY,1,1
n00248,n00047,MEASURES_PROPERTY,1,1
n00248,n00023,MEASURES_PROPERTY,1,1
n00248,n00048,MEASURES_PROPERTY,1,1
n00248,n00049,MEASURES_PROPERTY,1,1
n00248,n00024,MEASURES_PROPERTY,1,1
n00248,n00102,STUDIES_ALLOY,1,1
n00248,n00142,STUDIES_ALLOY,1,1
n00248,n00104,STUDIES_ALLOY,1,1
n00248,n00249,STUDIES_ALLOY,1,1
n00248,n00250,STUDIES_ALLOY,1,1
n00251,n00002,HAS_ELEMENT,1,1
n00251,n00089,HAS_ELEMENT,1,1
n00251,n00004,HAS_ELEMENT,1,1
n00251,n00037,HAS_ELEMENT,1,1
n00251,n00009,HAS_ELEMENT,1,1
n00251,n00041,INVOLVES_PROCESS,1,1
n00251,n00042,INVOLVES_PROCESS,1,1
n00251,n00010,INVOLVES_PROCESS,1,1
n00251,n00011,INVOLVES_PROCESS,1,1
n00251,n00013,EXHIBITS_MICRO,1,1
n00251,n00014,EXHIBITS_MICRO,1,1
n00251,n00033,EXHIBITS_MICRO,1,1
n00251,n00015,EXHIBITS_MICRO,1,1
n00251,n00016,EXHIBITS_MICRO,1,1
n00251,n00034,EXHIBITS_MICRO,1,1
n00251,n00017,EXHIBITS_MICRO,1,1
n00251,n00018,EXHIBITS_MICRO,1,1
n00251,n00019,EXHIBITS_MICRO,1,1
n00251,n00107,EXHIBITS_MICRO,1,1
n00251,n00021,MEASURES_PROPERTY,1,1
n00251,n00022,MEASURES_PROPERTY,1,1
n00251,n00047,MEASURES_PROPERTY,1,1
n00251,n00050,MEASURES_PROPERTY,1,1
n00251,n00076,STUDIES_ALLOY,1,1
n00251,n00026,STUDIES_ALLOY,1,1
n00252,n00002,HAS_ELEMENT,1,1
n00252,n00005,HAS_ELEMENT,1,1
n00252,n00006,HAS_ELEMENT,1,1
n00252,n00057,HAS_ELEMENT,1,1
n00252,n00031,HAS_ELEMENT,1,1
n00252,n00030,HAS_ELEMENT,1,1
n00252,n00004,HAS_ELEMENT,1,1
n00252,n00008,HAS_ELEMENT,1,1
n00252,n00009,HAS_ELEMENT,1,1
n00252,n00010,INVOLVES_PROCESS,1,1
n00252,n00011,INVOLVES_PROCESS,1,1
n00252,n00060,INVOLVES_PROCESS,1,1
n00252,n00084,INVOLVES_PROCESS,1,1
n00252,n00013,EXHIBITS_MICRO,1,1
n00252,n00014,EXHIBITS_MICRO,1,1
n00252,n00033,EXHIBITS_MICRO,1,1
n00252,n00015,EXHIBITS_MICRO,1,1
n00252,n00016,EXHIBITS_MICRO,1,1
n00252,n00034,EXHIBITS_MICRO,1,1
n00252,n00017,EXHIBITS_MICRO,1,1
n00252,n00018,EXHIBITS_MICRO,1,1
n00252,n00019,EXHIBITS_MICRO,1,1
n00252,n00065,EXHIBITS_MICRO,1,1
n00252,n00046,MEASURES_PROPERTY,1,1
n00252,n00021,MEASURES_PROPERTY,1,1
n00252,n00022,MEASURES_PROPERTY,1,1
n00252,n00072,MEASURES_PROPERTY,1,1
n00252,n00047,MEASURES_PROPERTY,1,1
n00252,n00066,MEASURES_PROPERTY,1,1
n00252,n00023,MEASURES_PROPERTY,1,1
n00252,n00049,MEASURES_PROPERTY,1,1
n00252,n00050,MEASURES_PROPERTY,1,1
n00252,n00025,MEASURES_PROPERTY,1,1
n00252,n00026,STUDIES_ALLOY,1,1
n00252,n00246,STUDIES_ALLOY,1,1
n00252,n00130,STUDIES_ALLOY,1,1
n00253,n00002,HAS_ELEMENT,1,1
n00253,n00148,HAS_ELEMENT,1,1
n00253,n00005,HAS_ELEMENT,1,1
n00253,n00007,HAS_ELEMENT,1,1
n00253,n00040,HAS_ELEMENT,1,1
n00253,n00009,HAS_ELEMENT,1,1
n00253,n00097,INVOLVES_PROCESS,1,1
n00253,n00041,INVOLVES_PROCESS,1,1
n00253,n00042,INVOLVES_PROCESS,1,1
n00253,n00012,INVOLVES_PROCESS,1,1
n00253,n00013,EXHIBITS_MICRO,1,1
n00253,n00044,EXHIBITS_MICRO,1,1
n00253,n00034,EXHIBITS_MICRO,1,1
n00253,n00017,EXHIBITS_MICRO,1,1
n00253,n00023,MEASURES_PROPERTY,1,1
n00253,n00050,MEASURES_PROPERTY,1,1
n00253,n00254,STUDIES_ALLOY,1,1
n00255,n00030,HAS_ELEMENT,1,1
n00255,n00002,HAS_ELEMENT,1,1
n00255,n00040,HAS_ELEMENT,1,1
n00255,n00009,HAS_ELEMENT,1,1
n00255,n00041,INVOLVES_PROCESS,1,1
n00255,n00042,INVOLVES_PROCESS,1,1
n00255,n00010,INVOLVES_PROCESS,1,1
n00255,n00011,INVOLVES_PROCESS,1,1
n00255,n00014,EXHIBITS_MICRO,1,1
n00255,n00063,EXHIBITS_MICRO,1,1
n00255,n00015,EXHIBITS_MICRO,1,1
n00255,n00079,EXHIBITS_MICRO,1,1
n00255,n00034,EXHIBITS_MICRO,1,1
n00255,n00017,EXHIBITS_MICRO,1,1
n00255,n00256,STUDIES_ALLOY,1,1
n00255,n00257,STUDIES_ALLOY,1,1
n00258,n00002,HAS_ELEMENT,1,1
n00258,n00005,HAS_ELEMENT,1,1
n00258,n00089,HAS_ELEMENT,1,1
n00258,n00007,HAS_ELEMENT,1,1
n00258,n00004,HAS_ELEMENT,1,1
n00258,n00037,HAS_ELEMENT,1,1
n00258,n00078,HAS_ELEMENT,1,1
n00258,n00009,HAS_ELEMENT,1,1
n00258,n00041,INVOLVES_PROCESS,1,1
n00258,n00011,INVOLVES_PROCESS,1,1
n00258,n00033,EXHIBITS_MICRO,1,1
n00258,n00063,EXHIBITS_MICRO,1,1
n00258,n00015,EXHIBITS_MICRO,1,1
n00258,n00034,EXHIBITS_MICRO,1,1
n00258,n00017,EXHIBITS_MICRO,1,1
n00258,n00018,EXHIBITS_MICRO,1,1
n00258,n00045,EXHIBITS_MICRO,1,1
n00258,n00046,MEASURES_PROPERTY,1,1
n00258,n00021,MEASURES_PROPERTY,1,1
n00258,n00022,MEASURES_PROPERTY,1,1
n00258,n00047,MEASURES_PROPERTY,1,1
n00258,n00023,MEASURES_PROPERTY,1,1
n00258,n00050,MEASURES_PROPERTY,1,1
n00258,n00024,MEASURES_PROPERTY,1,1
n00258,n00035,MEASURES_PROPERTY,1,1
n00258,n00080,MEASURES_PROPERTY,1,1
n00258,n00259,STUDIES_ALLOY,1,1
n00258,n00260,STUDIES_ALLOY,1,1
n00258,n00076,STUDIES_ALLOY,1,1
n00261,n00002,HAS_ELEMENT,1,1
n00261,n00129,HAS_ELEMENT,1,1
n00261,n00005,HAS_ELEMENT,1,1
n00261,n00007,HAS_ELEMENT,1,1
n00261,n00039,HAS_ELEMENT,1,1
n00261,n00004,HAS_ELEMENT,1,1
n00261,n00037,HAS_ELEMENT,1,1
n00261,n00042,INVOLVES_PROCESS,1,1
n00261,n00013,EXHIBITS_MICRO,1,1
n00261,n00033,EXHIBITS_MICRO,1,1
n00261,n00063,EXHIBITS_MICRO,1,1
n00261,n00015,EXHIBITS_MICRO,1,1
n00261,n00016,EXHIBITS_MICRO,1,1
n00261,n00079,EXHIBITS_MICRO,1,1
n00261,n00034,EXHIBITS_MICRO,1,1
n00261,n00017,EXHIBITS_MICRO,1,1
n00261,n00018,EXHIBITS_MICRO,1,1
n00261,n00045,EXHIBITS_MICRO,1,1
n00261,n00019,EXHIBITS_MICRO,1,1
n00261,n00107,EXHIBITS_MICRO,1,1
n00261,n00021,MEASURES_PROPERTY,1,1
n00261,n00022,MEASURES_PROPERTY,1,1
n00261,n00050,MEASURES_PROPERTY,1,1
n00261,n00025,MEASURES_PROPERTY,1,1
n00261,n00076,STUDIES_ALLOY,1,1
n00261,n00228,STUDIES_ALLOY,1,1
n00261,n00113,STUDIES_ALLOY,1,1
n00262,n00002,HAS_ELEMENT,1,1
n00262,n00004,HAS_ELEMENT,1,1
n00262,n00009,HAS_ELEMENT,1,1
n00262,n00041,INVOLVES_PROCESS,1,1
n00262,n00011,INVOLVES_PROCESS,1,1
n00262,n00042,INVOLVES_PROCESS,1,1
n00262,n00060,INVOLVES_PROCESS,1,1
n00262,n00032,INVOLVES_PROCESS,1,1
n00262,n00084,INVOLVES_PROCESS,1,1
n00262,n00044,EXHIBITS_MICRO,1,1
n00262,n00033,EXHIBITS_MICRO,1,1
n00262,n00016,EXHIBITS_MICRO,1,1
n00262,n00017,EXHIBITS_MICRO,1,1
n00262,n00064,EXHIBITS_MICRO,1,1
n00262,n00018,EXHIBITS_MICRO,1,1
n00262,n00046,MEASURES_PROPERTY,1,1
n00262,n00021,MEASURES_PROPERTY,1,1
n00262,n00022,MEASURES_PROPERTY,1,1
n00262,n00072,MEASURES_PROPERTY,1,1
n00262,n00047,MEASURES_PROPERTY,1,1
n00262,n00023,MEASURES_PROPERTY,1,1
n00262,n00050,MEASURES_PROPERTY,1,1
n00262,n00024,MEASURES_PROPERTY,1,1
n00262,n00026,STUDIES_ALLOY,1,1
n00263,n00002,HAS_ELEMENT,1,1
n00263,n00005,HAS_ELEMENT,1,1
n00263,n00007,HAS_ELEMENT,1,1
n00263,n00057,HAS_ELEMENT,1,1
n00263,n00004,HAS_ELEMENT,1,1
n00263,n00037,HAS_ELEMENT,1,1
n00263,n00040,HAS_ELEMENT,1,1
n00263,n00009,HAS_ELEMENT,1,1
n00263,n00042,INVOLVES_PROCESS,1,1
n00263,n00011,INVOLVES_PROCESS,1,1
n00263,n00090,INVOLVES_PROCESS,1,1
n00263,n00043,INVOLVES_PROCESS,1,1
n00263,n00084,INVOLVES_PROCESS,1,1
n00263,n00014,EXHIBITS_MICRO,1,1
n00263,n00044,EXHIBITS_MICRO,1,1
n00263,n00063,EXHIBITS_MICRO,1,1
n00263,n00015,EXHIBITS_MICRO,1,1
n00263,n00016,EXHIBITS_MICRO,1,1
n00263,n00034,EXHIBITS_MICRO,1,1
n00263,n00017,EXHIBITS_MICRO,1,1
n00263,n00018,EXHIBITS_MICRO,1,1
n00263,n00019,EXHIBITS_MICRO,1,1
n00263,n00065,EXHIBITS_MICRO,1,1
n00263,n00021,MEASURES_PROPERTY,1,1
n00263,n00022,MEASURES_PROPERTY,1,1
n00263,n00047,MEASURES_PROPERTY,1,1
n00263,n00023,MEASURES_PROPERTY,1,1
n00263,n00049,MEASURES_PROPERTY,1,1
n00263,n00050,MEASURES_PROPERTY,1,1
n00263,n00026,STUDIES_ALLOY,1,1
n00263,n00075,STUDIES_ALLOY,1,1
n00263,n00264,STUDIES_ALLOY,1,1
n00265,n00002,HAS_ELEMENT,1,1
n00265,n00004,HAS_ELEMENT,1,1
n00265,n00005,HAS_ELEMENT,1,1
n00265,n00006,HAS_ELEMENT,1,1
n00265,n00007,HAS_ELEMENT,1,1
n00265,n00008,HAS_ELEMENT,1,1
n00265,n00009,HAS_ELEMENT,1,1
n00265,n00097,INVOLVES_PROCESS,1,1
n00265,n00010,INVOLVES_PROCESS,1,1
n00265,n00058,INVOLVES_PROCESS,1,1
n00265,n00070,INVOLVES_PROCESS,1,1
n00265,n00012,INVOLVES_PROCESS,1,1
n00265,n00043,INVOLVES_PROCESS,1,1
n00265,n00013,EXHIBITS_MICRO,1,1
n00265,n00014,EXHIBITS_MICRO,1,1
n00265,n00016,EXHIBITS_MICRO,1,1
n00265,n00017,EXHIBITS_MICRO,1,1
n00265,n00018,EXHIBITS_MICRO,1,1
n00265,n00045,EXHIBITS_MICRO,1,1
n00265,n00019,EXHIBITS_MICRO,1,1
n00265,n00021,MEASURES_PROPERTY,1,1
n00265,n00022,MEASURES_PROPERTY,1,1
n00265,n00047,MEASURES_PROPERTY,1,1
n00265,n00066,MEASURES_PROPERTY,1,1
n00265,n00050,MEASURES_PROPERTY,1,1
n00265,n00028,STUDIES_ALLOY,1,1
n00265,n00026,STUDIES_ALLOY,1,1
n00266,n00002,HAS_ELEMENT,1,1
n00266,n00004,HAS_ELEMENT,1,1
n00266,n00009,HAS_ELEMENT,1,1
n00266,n00010,INVOLVES_PROCESS,1,1
n00266,n00090,INVOLVES_PROCESS,1,1
n00266,n00059,INVOLVES_PROCESS,1,1
n00266,n00043,INVOLVES_PROCESS,1,1
n00266,n00044,EXHIBITS_MICRO,1,1
